Unnamed: 0,Owner,Size,Type,Quality,DaysInDeposit,week
1881,2,2,DRY,CLASE B-C,1,5
1882,2,2,DRY,CLASE B-C,1,5
1883,2,2,DRY,CLASE B-C,1,5
1884,2,2,DRY,CLASE B-C,1,5
1885,2,2,DRY,CLASE B-C,1,5
1886,2,2,DRY,CLASE B-C,1,5
1887,2,2,DRY,CLASE B-C,1,5
1888,2,2,DRY,CLASE B-C,1,5
1889,2,2,DRY,CLASE B-C,1,5
1890,2,2,DRY,CLASE B-C,1,5
1891,2,2,DRY,CLASE B-C,1,5
1892,2,2,DRY,CLASE B-C,1,5
1893,2,2,DRY,CLASE B-C,1,5
1894,2,2,DRY,CLASE B-C,1,5
1895,2,2,DRY,CLASE B-C,1,5
1896,2,2,DRY,CLASE B-C,1,5
1897,2,2,DRY,CLASE B-C,1,5
1898,2,2,DRY,CLASE B-C,1,5
1899,2,2,DRY,CLASE B-C,1,5
1900,2,2,DRY,CLASE B-C,1,5
1901,2,2,DRY,CLASE B-C,1,5
1902,2,2,DRY,CLASE B-C,1,5
1903,2,2,DRY,CLASE B-C,1,5
