Unnamed: 0,Condition,Owner_in,Size_in,Type_in,Quality_in,Owner_out,Size_out,Type_out,Quality_out,DaysInDeposit,week
1740,D,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,8,5
1741,O,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,7,5
1742,O,2,2,RF,CLASE B-C,6,2,RF,CLASE B-C,2,5
1743,O,2,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,4,5
1744,O,2,2,RF,CLASE B-C,6,2,RF,INSPECTION,3,5
1745,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,3,5
1746,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1747,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1748,D,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1749,D,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1750,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1751,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1752,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1753,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1754,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1755,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1756,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1757,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1758,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1759,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1760,D,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1761,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1762,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1763,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1764,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1765,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1766,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1767,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1768,I,2,2,RF,INSPECTION,7,2,RF,CLASE B-C,2,5
1769,O,2,2,RF,CLASE A,7,2,RF,CLASE B-C,2,5
1770,O,2,2,RF,CLASE A,7,2,DRY,CLASE B-C,1,5
1771,O,2,2,RF,CLASE B-C,7,2,RF,CLASE B-C,4,5
1772,O,2,2,RF,CLASE B,7,2,DRY,CLASE B-C,1,5
1773,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B,2,5
1774,I,2,2,RF,CLASE A,7,2,DRY,CLASE B-C,2,5
1775,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1776,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1777,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1778,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1779,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1780,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE A,1,5
1781,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1782,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1783,O,2,2,RF,CLASE A,7,2,DRY,CLASE B-C,2,5
1784,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1785,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1786,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1787,D,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1788,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1789,I,2,2,RF,INSPECTION,7,2,DRY,CLASE B-C,2,5
1790,O,2,2,RF,CLASE B-C,7,2,RF,CLASE B-C,4,5
1791,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1792,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1793,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1794,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1795,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1796,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1797,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1798,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1799,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1800,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1801,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1802,D,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1803,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1804,O,2,2,DRY,CLASE D,7,2,RF,CLASE B-C,3,5
1805,O,2,2,RF,CLASE B-C,7,2,RF,CLASE B-C,3,5
1806,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1807,D,2,2,DRY,CLASE D,7,2,DRY,CLASE B-C,2,5
1808,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1809,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1810,I,2,2,RF,INSPECTION,7,2,DRY,CLASE B-C,1,5
1811,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1812,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1813,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1814,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1815,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1816,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1817,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE A,1,5
1818,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1819,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1820,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1821,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1822,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1823,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1824,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1825,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1826,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1827,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1828,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1829,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1830,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1831,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,4,5
1832,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1833,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1834,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,2,5
1835,O,2,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,3,5
1836,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1837,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1838,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1839,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1840,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1841,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
1842,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1843,D,2,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,3,5
1844,O,2,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1845,D,2,2,DRY,CLASE D,6,2,DRY,CLASE B-C,1,5
1846,D,2,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1847,O,2,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1848,D,2,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,3,5
1849,O,2,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,3,5
1850,I,2,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1851,O,2,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,3,5
1852,O,2,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,3,5
1853,D,2,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,3,5
1854,O,2,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1855,D,2,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1856,O,2,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1857,O,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,3,5
1858,O,2,2,RF,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1859,D,6,2,RF,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1860,D,6,2,RF,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1861,D,6,2,RF,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1862,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1863,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1864,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1865,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1866,D,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1867,O,6,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1868,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1869,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1870,D,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1871,D,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1872,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1873,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
